re78,is_treat,age,educ,black,hisp,married,nodegr,re74,re75
21300,no,25,13,yes,no,yes,no,11200,16700
0,no,29,18,no,no,no,no,25900,0
25600,no,32,14,no,no,no,no,13600,10500
19300,no,25,12,no,no,yes,no,20600,20000
0,no,23,13,no,no,yes,no,9460,10400
265,no,27,15,yes,no,yes,no,11400,5760
25600,no,33,16,no,no,no,no,19000,25200
25600,no,55,8,no,no,yes,yes,24000,25000
15400,no,28,16,no,no,yes,no,25900,25200
25600,no,36,16,no,no,yes,no,25900,25200
6650,no,27,16,no,no,yes,no,0,0
10900,no,41,18,no,no,yes,no,10900,11400
1910,no,16,10,no,no,no,yes,0,560
5170,no,31,14,no,no,yes,no,25900,25200
25600,no,48,15,no,no,yes,no,25900,25200
25600,no,55,15,no,no,yes,no,24600,25200
19900,no,24,12,no,no,no,no,21700,8060
25600,no,50,12,no,no,yes,no,25700,25200
9550,no,24,14,no,no,yes,no,10200,448
25600,no,23,12,no,no,no,no,10600,7280
25600,no,37,12,no,no,yes,no,25900,25200
0,no,29,18,no,no,yes,no,25900,25200
15100,no,53,12,no,no,yes,no,10700,18700
0,no,47,12,yes,no,yes,no,0,0
12600,no,51,3,no,yes,yes,yes,13200,12000
0,no,55,15,no,no,yes,no,0,0
25600,no,35,13,yes,no,yes,no,19700,25200
22800,no,47,12,no,no,yes,no,25900,23200
25600,no,52,8,no,yes,yes,yes,25700,19100
15300,no,20,12,no,no,no,no,9720,10500
17700,no,28,12,no,no,yes,no,25900,15500
4630,no,19,13,no,no,no,no,5260,4270
25600,no,50,12,no,no,yes,no,25900,25200
23300,no,28,18,no,no,no,no,25700,25200
2160,no,44,11,no,no,yes,yes,24700,12300
0,no,23,13,no,no,yes,no,7290,12500
3100,no,30,12,no,no,yes,no,13600,0
14000,no,38,7,no,yes,yes,yes,15500,16500
9430,no,29,12,no,no,yes,no,11200,11100
44.3,no,27,13,no,no,yes,no,25900,25200
10300,no,17,9,no,yes,no,yes,10900,10300
4470,no,16,9,no,no,no,yes,0,566
25600,no,32,16,no,no,no,no,24000,25200
0,no,45,13,no,no,yes,no,10600,15400
25600,no,28,12,no,no,yes,no,24500,25200
25600,no,32,17,no,no,no,no,25900,25200
10600,no,40,10,no,yes,yes,yes,7340,11800
12900,no,46,16,no,no,no,no,25900,25200
21100,no,29,14,no,no,no,no,25900,25200
5270,no,17,11,no,no,no,yes,872,6410
5590,no,17,11,no,no,no,yes,664,1190
25600,no,26,17,no,no,yes,no,12400,15600
473,no,27,14,no,no,yes,no,14400,594
24200,no,25,14,no,no,yes,no,18800,21700
15500,no,40,13,no,no,yes,no,21500,19100
222,no,20,13,no,no,no,no,2930,1600
20300,no,38,13,no,no,yes,no,13400,20200
24600,no,41,15,no,no,yes,no,25900,6560
0,no,16,8,no,no,no,yes,0,0
0,no,24,12,no,no,no,no,9990,4940
813,no,21,11,no,no,no,yes,6440,4920
25600,no,34,16,no,no,yes,no,25900,25200
25600,no,31,14,no,no,yes,no,25900,25200
18600,no,26,12,no,no,yes,no,18700,16900
22500,no,26,12,no,no,yes,no,4970,5320
25600,no,32,10,no,no,yes,yes,0,12200
25600,no,35,12,no,no,yes,no,24300,25200
19500,no,22,12,no,no,yes,no,25900,18700
19600,no,28,12,no,no,yes,no,15200,25200
615,no,25,12,yes,no,yes,no,6620,0
6560,no,48,13,no,no,no,no,257,0
25600,no,47,7,no,no,yes,yes,25900,25200
12100,no,20,11,no,no,no,yes,1110,2080
17900,no,19,12,no,no,no,no,0,1150
0,no,54,12,no,no,yes,no,0,0
25600,no,28,16,no,no,yes,no,15100,25200
18900,no,44,12,no,no,yes,no,25900,25200
25600,no,27,12,no,yes,yes,no,24200,20600
25500,no,45,8,no,yes,yes,yes,19600,18400
17800,no,19,12,no,yes,no,no,2560,3930
8800,no,18,12,no,no,no,no,0,0
1490,no,48,12,no,no,yes,no,0,0
25600,no,39,16,no,no,yes,no,25900,25200
25600,no,25,17,no,no,no,no,25900,25200
25300,no,23,14,no,no,no,no,11900,12000
2920,no,26,14,no,no,no,no,0,159
19600,no,22,14,no,no,no,no,14700,6830
13900,no,31,16,no,no,yes,no,13100,16200
25600,no,28,12,no,no,yes,no,25900,25200
25600,no,31,16,no,no,yes,no,21400,22400
19300,no,41,17,no,no,yes,no,25900,25200
25600,no,29,17,no,no,yes,no,21100,21700
21300,no,31,12,no,no,yes,no,18500,19800
11200,no,17,11,no,no,no,yes,0,115
0,no,27,12,no,no,no,no,7410,0
22300,no,23,17,no,no,yes,no,7720,7950
50.2,no,28,16,no,no,yes,no,2730,0
0,no,43,15,no,yes,yes,no,9110,14700
6490,no,27,14,no,no,no,no,16600,14400
25600,no,45,12,no,yes,yes,no,25900,23400
25600,no,18,11,no,no,no,yes,43.1,161
19800,no,35,14,no,yes,yes,no,19900,19800
1800,no,46,4,no,no,yes,yes,22800,23700
0,no,37,15,no,no,yes,no,25900,17200
23500,no,33,11,no,yes,yes,yes,23300,25200
25600,no,48,12,no,no,yes,no,25900,25200
0,no,19,12,no,yes,no,no,70.5,639
8280,no,22,16,no,no,yes,no,5080,16400
0,no,23,14,no,no,no,no,12100,10100
454,no,24,18,no,no,yes,no,0,71.6
21000,no,19,12,no,no,yes,no,1450,3020
25600,no,26,14,no,no,yes,no,22500,25200
17500,no,49,13,no,no,yes,no,24300,15500
18800,no,38,16,no,no,yes,no,23700,9180
25600,no,28,14,no,no,yes,no,25900,21300
20200,no,26,16,no,yes,yes,no,1830,20300
25600,no,42,12,no,no,yes,no,10500,9380
12400,no,16,10,no,no,no,yes,435,1660
0,no,34,17,no,no,yes,no,0,0
1620,no,42,16,no,no,yes,no,9550,4810
6320,no,53,12,no,no,no,no,8580,8910
21500,no,55,14,no,no,no,no,25900,25200
25600,no,40,8,yes,no,yes,yes,8830,15100
25600,no,27,12,no,no,yes,no,25900,25200
3960,no,22,15,no,yes,no,no,2130,5880
7230,no,55,12,no,no,yes,no,23200,24500
6580,no,44,8,no,no,yes,yes,18000,25200
19900,no,52,11,no,yes,yes,yes,16700,16900
2910,no,28,18,no,no,no,no,4950,0
0,no,45,18,no,no,no,no,0,9760
23200,no,51,12,no,no,yes,no,18900,22300
8030,no,18,10,no,yes,no,yes,413,2540
25600,no,31,13,no,no,yes,no,25900,24900
0,no,28,12,no,no,yes,no,25900,25200
5350,no,46,14,no,no,yes,no,8100,13700
7080,no,28,8,no,yes,yes,yes,9630,8290
12000,no,52,12,no,yes,yes,no,8070,6700
25600,no,26,12,no,yes,yes,no,25900,25200
25600,no,29,12,no,yes,yes,no,25600,25200
25600,no,26,16,no,no,yes,no,25900,25200
25600,no,28,16,no,no,yes,no,25900,25200
25600,no,30,13,no,no,yes,no,25900,25200
12000,no,42,16,no,yes,no,no,3150,14700
16300,no,38,16,no,no,no,no,13900,13400
25600,no,26,13,no,no,yes,no,16700,25200
5660,no,27,6,no,yes,yes,yes,7830,9070
15200,no,22,3,no,yes,no,yes,16900,12700
25600,no,45,6,no,no,yes,yes,25900,25200
25600,no,39,12,no,yes,yes,no,25900,25200
18000,no,26,13,no,yes,yes,no,15800,16600
8040,no,44,12,no,yes,yes,no,11800,10000
16700,no,39,12,no,no,yes,no,14200,11200
25600,no,45,12,no,no,yes,no,25900,25200
2580,no,19,13,no,no,no,no,4110,7680
25600,no,40,8,no,no,yes,yes,25900,25200
25600,no,31,12,yes,no,yes,no,20900,20700
0,no,22,14,no,yes,yes,no,14200,23200
1640,no,23,12,no,no,yes,no,1050,0
15300,no,53,12,no,no,yes,no,24400,24500
25600,no,36,12,no,no,yes,no,17000,13500
5600,no,16,9,no,no,no,yes,200,3200
14100,no,20,12,no,no,yes,no,10800,12000
0,no,33,16,no,no,no,no,0,0
8030,no,24,12,no,no,yes,no,12700,10400
25600,no,38,11,no,no,yes,yes,25900,25200
7120,no,16,9,no,no,no,yes,0,0
8300,no,23,12,no,no,yes,no,19000,18100
13100,no,54,12,no,no,yes,no,12900,13600
25600,no,49,8,no,no,yes,yes,15500,20900
10900,no,20,12,no,yes,yes,no,6560,5620
3920,no,54,2,no,yes,yes,yes,13000,13300
19600,no,45,3,no,yes,yes,yes,25900,24700
5900,no,17,10,no,yes,no,yes,345,2120
15200,no,39,5,no,yes,yes,yes,14000,18000
1040,no,25,12,no,no,yes,no,2720,1750
16900,no,47,12,no,no,yes,no,25900,18800
9800,no,41,12,no,yes,yes,no,12700,14200
0,no,28,16,no,no,yes,no,564,0
0,no,30,17,no,yes,yes,no,2030,0
25600,no,39,10,no,no,yes,yes,25900,25200
912,no,16,9,no,no,no,yes,0,0
0,no,47,14,no,no,yes,no,0,0
18500,no,24,12,no,no,no,no,4610,7480
13600,no,47,12,no,yes,yes,no,19400,17700
21700,no,34,13,no,no,yes,no,16000,17800
13500,no,44,11,no,no,yes,yes,5170,2870
7270,no,22,14,no,no,no,no,0,0
7080,no,45,17,no,no,yes,no,7060,5810
7400,no,20,11,no,yes,no,yes,2870,2970
25400,no,23,12,no,no,yes,no,15800,17500
25600,no,45,7,no,no,yes,yes,25400,25200
5220,no,16,9,no,yes,no,yes,0,0
19700,no,43,12,no,no,yes,no,16100,18900
15500,no,50,10,no,no,yes,yes,17600,18800
25600,no,30,12,no,no,yes,no,12200,25200
15400,no,41,14,no,no,yes,no,16000,14900
22100,no,28,12,no,yes,yes,no,15000,13400
25600,no,30,12,no,no,yes,no,14200,18500
25600,no,52,12,no,no,no,no,8210,13300
11200,no,27,11,no,no,no,yes,10500,10900
25600,no,30,15,no,no,yes,no,9410,2580
2700,no,35,12,no,no,yes,no,16300,14700
24000,no,26,13,no,no,yes,no,17500,20900
25600,no,46,14,no,yes,yes,no,25900,25200
0,no,55,12,no,no,yes,no,0,0
8330,no,22,13,no,no,yes,no,7040,9390
12000,no,39,5,no,yes,yes,yes,11700,8820
22600,no,52,8,no,no,yes,yes,25900,22700
0,no,39,17,no,no,yes,no,0,0
9470,no,29,12,no,no,yes,no,14600,163
0,no,26,18,no,no,no,no,3360,0
20600,no,21,16,no,no,no,no,4880,0
25600,no,50,12,no,no,yes,no,25900,25200
25600,no,47,12,no,no,yes,no,25900,25200
11300,no,16,9,no,no,no,yes,2210,1100
17700,no,31,12,no,no,no,no,21600,25200
25600,no,28,18,no,no,yes,no,21700,25200
7000,no,28,12,no,no,yes,no,3310,4220
0,no,51,12,no,no,yes,no,0,0
25600,no,23,12,no,no,yes,no,14000,23100
25600,no,23,9,no,no,yes,yes,23000,25200
0,no,49,8,no,no,yes,yes,0,0
0,no,34,12,no,no,yes,no,0,0
25600,no,37,11,no,no,yes,yes,18000,21600
22600,no,24,10,no,yes,yes,yes,21700,25200
13600,no,17,9,no,yes,no,yes,0,2630
0,no,22,13,no,no,no,no,11500,13000
25600,no,26,18,no,no,yes,no,13500,19700
0,no,26,11,no,no,yes,yes,0,0
25600,no,32,12,no,no,yes,no,6710,21100
9170,no,26,8,no,no,yes,yes,13300,21400
3130,no,19,12,no,no,no,no,2460,4650
25600,no,40,12,no,no,no,no,25900,25200
17700,no,19,12,no,no,no,no,2590,5690
14400,no,19,13,no,no,no,no,2610,5060
14500,no,28,18,no,no,no,no,14000,467
25600,no,31,15,no,no,yes,no,25900,25200
0,no,53,15,no,no,yes,no,0,0
12900,no,25,12,no,no,yes,no,15300,16100
6260,no,23,14,no,no,yes,no,527,17000
4860,no,24,12,no,no,yes,no,25900,25200
25600,no,41,12,no,no,yes,no,21400,23300
25600,no,29,14,no,no,yes,no,24300,23100
16100,no,24,16,no,no,yes,no,249,0
25600,no,19,10,no,no,yes,yes,8030,13300
25600,no,28,12,no,no,yes,no,23800,25200
25600,no,37,12,no,no,yes,no,25900,25200
13900,no,41,12,no,yes,yes,no,8850,13300
7970,no,17,11,no,yes,no,yes,0,539
7930,no,27,8,no,yes,no,yes,5240,9310
0,no,34,12,no,yes,yes,no,16800,17600
0,no,53,13,no,no,yes,no,0,0
6100,no,38,12,no,no,yes,no,8820,1280
15300,no,54,12,no,no,yes,no,18200,15300
765,no,53,18,no,yes,yes,no,0,0
25600,no,31,12,no,no,yes,no,25800,25200
16900,no,48,14,no,no,yes,no,7820,4640
25600,no,51,16,no,no,yes,no,13500,0
21800,no,29,12,no,no,yes,no,14300,15000
25600,no,34,10,no,no,yes,yes,25900,25200
25600,no,29,13,no,no,yes,no,17800,25200
7390,no,46,17,no,no,yes,no,2930,0
0,no,53,10,yes,no,yes,yes,3090,3130
20800,no,29,12,no,no,yes,no,12700,15500
7630,no,49,0,yes,no,no,yes,13200,11700
12900,no,55,10,yes,no,yes,yes,15600,14500
6500,no,34,12,no,no,yes,no,4120,6210
10800,no,30,12,no,no,no,no,8730,8120
23600,no,32,12,no,no,yes,no,19500,19000
20000,no,28,17,no,no,yes,no,21100,17500
9490,no,21,12,no,no,no,no,17600,20100
21100,no,25,12,no,no,no,no,11600,14400
1910,no,49,12,yes,no,yes,no,2260,2300
4340,no,19,13,yes,no,no,no,1730,1390
19500,no,21,12,no,no,no,no,7000,8960
0,no,25,12,no,no,yes,no,9970,12200
12900,no,55,12,no,no,yes,no,15400,14900
17900,no,25,12,no,no,yes,no,17800,19000
17400,no,31,7,no,no,yes,yes,7900,21600
0,no,32,12,no,no,yes,no,0,0
25600,no,23,16,no,no,yes,no,7710,9500
6510,no,30,16,no,no,yes,no,16500,17400
13200,no,36,9,no,no,no,yes,2350,7120
15300,no,19,10,no,no,no,yes,10900,12000
12000,no,19,9,no,no,no,yes,5760,4030
1870,no,18,9,no,no,no,yes,3040,4570
13100,no,27,8,no,no,yes,yes,14200,12100
25600,no,47,12,no,no,yes,no,25900,22400
8260,no,18,12,no,no,no,no,3530,2820
195,no,55,6,yes,no,yes,yes,0,11000
14600,no,39,5,yes,no,yes,yes,13100,14900
15800,no,21,12,yes,no,no,no,19400,19900
20500,no,24,17,no,no,yes,no,1410,16900
14900,no,23,12,no,no,yes,no,4530,87.7
15900,no,25,12,no,no,yes,no,18100,14600
25600,no,39,12,no,no,yes,no,12200,25200
14400,no,27,12,no,no,yes,no,6780,6920
940,no,24,13,no,no,yes,no,1990,414
25600,no,39,9,no,no,yes,yes,25900,25200
24500,no,37,12,no,no,yes,no,25900,17600
25600,no,34,12,no,no,yes,no,25900,25200
25600,no,34,12,no,no,yes,no,25900,25200
0,no,24,12,no,no,yes,no,3640,1380
25600,no,21,12,no,no,yes,no,25900,25000
25200,no,34,12,no,no,yes,no,25900,25200
25600,no,33,12,no,no,yes,no,25900,25200
0,no,43,5,no,no,yes,yes,0,0
913,no,20,13,no,no,no,no,1660,0
7740,no,22,12,no,no,yes,no,12500,12200
0,no,40,12,no,no,yes,no,0,0
14900,no,21,11,no,no,yes,yes,10400,5740
23500,no,47,15,no,no,yes,no,25900,25200
10300,no,19,12,no,no,no,no,10100,14100
15400,no,53,8,no,no,yes,yes,12000,4330
2030,no,39,10,no,no,no,yes,2980,0
25600,no,32,8,no,no,yes,yes,25900,21200
10000,no,50,6,yes,no,yes,yes,11700,7960
14100,no,37,9,no,no,yes,yes,13900,15500
18500,no,25,14,no,no,yes,no,22500,21700
0,no,36,18,no,no,yes,no,0,0
25600,no,42,17,no,no,yes,no,25900,25200
2150,no,18,11,no,no,no,yes,970,0
25600,no,53,12,no,no,yes,no,25900,25200
25600,no,32,17,no,no,no,no,9620,25200
20400,no,31,12,no,no,yes,no,21200,20700
0,no,41,9,no,no,yes,yes,5030,0
20000,no,49,11,no,no,yes,yes,21400,22300
0,no,34,12,no,no,yes,no,1300,2870
25600,no,25,16,no,no,no,no,14700,25200
10600,no,43,8,no,yes,yes,yes,10300,11600
3180,no,41,12,no,no,yes,no,0,6420
10400,no,35,12,no,no,yes,no,9400,8590
13400,no,25,12,no,no,yes,no,12400,10200
0,no,25,16,no,no,yes,no,60.7,0
8120,no,21,14,no,no,yes,no,4680,7810
25600,no,55,12,no,no,yes,no,25400,25200
10700,no,29,16,no,no,yes,no,6100,7830
12300,no,55,9,no,no,yes,yes,11500,11700
6020,no,37,12,no,no,yes,no,13800,13500
8970,no,16,10,no,no,no,yes,0,3100
13600,no,50,12,no,no,yes,no,16400,14900
25600,no,46,9,no,no,yes,yes,25900,25200
24200,no,29,16,no,no,yes,no,25900,18100
0,no,26,12,no,no,no,no,2770,3730
24000,no,34,17,no,no,yes,no,21000,23000
13200,no,20,12,no,no,yes,no,10000,6120
9210,no,39,7,no,no,no,yes,7790,1840
25600,no,29,12,no,no,yes,no,25900,25200
0,no,18,10,no,yes,no,yes,993,2190
25100,no,49,10,no,no,yes,yes,21400,20200
25600,no,29,14,no,no,yes,no,25700,25200
18800,no,28,12,no,no,yes,no,14700,15300
25600,no,32,18,no,no,no,no,25700,25200
25600,no,31,12,no,no,yes,no,25900,25200
9900,no,54,12,no,no,yes,no,10900,10300
887,no,43,17,no,no,no,no,0,8240
0,no,35,17,no,no,no,no,7640,6310
442,no,31,12,no,no,yes,no,0,464
10200,no,42,12,no,no,yes,no,12800,13000
10200,no,48,8,no,no,yes,yes,5550,0
25600,no,21,12,no,no,yes,no,25900,25200
25600,no,38,14,no,no,yes,no,25700,25200
0,no,25,12,no,no,yes,no,18800,20700
22800,no,26,7,no,no,yes,yes,14500,1240
25600,no,27,16,no,no,yes,no,25900,25200
11800,no,34,13,no,no,yes,no,20600,13500
0,no,40,16,yes,no,yes,no,0,0
17700,no,38,12,no,no,no,no,19000,7250
1100,no,18,12,no,no,no,no,2430,2630
20300,no,54,12,no,no,yes,no,19900,19400
7970,no,19,12,no,no,no,no,2680,3020
2610,no,17,11,no,no,no,yes,0,0
0,no,37,10,no,no,yes,yes,3340,3770
25600,no,26,13,no,no,yes,no,20900,18700
21700,no,18,12,no,no,no,no,1290,5010
25600,no,53,11,no,no,yes,yes,25900,23600
0,no,43,18,no,no,yes,no,12900,10400
17200,no,55,12,no,no,yes,no,21900,17200
25600,no,31,12,yes,no,yes,no,25900,25200
14100,no,55,12,no,no,yes,no,14400,14200
25600,no,49,12,no,no,yes,no,25900,25200
7280,no,20,12,no,no,no,no,4270,4370
18200,no,36,18,no,no,yes,no,3270,1270
25600,no,37,16,no,no,no,no,25900,25200
13500,no,23,14,no,no,no,no,2890,8600
13000,no,26,12,no,no,no,no,11800,12000
23900,no,55,16,no,no,no,no,21100,25200
25600,no,53,18,no,no,no,no,25900,25200
25600,no,26,18,no,no,no,no,18000,25200
17800,no,26,15,no,no,no,no,17100,8970
10700,no,32,12,no,no,no,no,11800,609
25600,no,21,12,no,no,yes,no,11000,18600
25600,no,30,18,no,no,no,no,25900,25200
21600,no,45,10,no,no,yes,yes,25900,25200
25400,no,55,9,yes,no,yes,yes,25900,24700
6640,no,31,12,yes,no,yes,no,0,1170
25600,no,27,12,yes,no,yes,no,25900,21800
16500,no,19,12,yes,no,no,no,0,4820
21400,no,25,12,yes,no,yes,no,19000,18300
19400,no,47,10,yes,no,no,yes,21900,4320
799,no,28,14,yes,no,no,no,18100,16300
21800,no,34,12,no,no,yes,no,19800,10300
22400,no,25,13,no,no,yes,no,18600,6210
25600,no,32,12,no,no,yes,no,25900,25200
25600,no,49,12,no,no,yes,no,25900,25200
0,no,26,16,no,no,yes,no,0,0
23900,no,32,15,no,no,yes,no,25900,23200
17000,no,25,13,no,no,yes,no,12900,11000
11200,no,22,12,no,no,no,no,7100,7160
19600,no,21,12,no,no,yes,no,12800,13500
18900,no,33,12,no,no,no,no,19500,19000
0,no,47,11,no,no,no,yes,6020,0
0,no,40,12,no,no,yes,no,25900,25200
22600,no,52,12,no,no,yes,no,23300,23700
0,no,39,13,no,no,no,no,0,0
9310,no,26,12,no,no,yes,no,17400,0
25600,no,45,12,no,no,yes,no,25900,25200
8060,no,19,12,no,no,no,no,3900,2200
25600,no,47,12,no,no,yes,no,25900,25200
12100,no,24,13,no,no,no,no,10200,17100
0,no,47,12,no,no,yes,no,0,0
25600,no,35,12,no,no,yes,no,25900,25200
25600,no,22,12,no,no,yes,no,20600,25200
25600,no,28,18,yes,no,yes,no,25900,21400
14600,no,46,11,no,no,yes,yes,19900,18500
5600,no,17,11,no,no,no,yes,1710,4650
5970,no,30,16,no,no,yes,no,5800,13100
4140,no,18,11,no,no,no,yes,0,0
2390,no,51,12,no,no,yes,no,5560,2890
4640,no,20,14,no,no,no,no,2870,5390
25600,no,41,7,no,no,yes,yes,22700,22300
25600,no,37,6,no,no,yes,yes,24800,25200
23100,no,33,15,no,yes,yes,no,19900,20600
16300,no,27,12,no,no,yes,no,20400,22400
21300,no,38,12,no,no,yes,no,14200,14900
22800,no,34,12,no,no,yes,no,25100,22300
25600,no,48,12,no,no,yes,no,25900,21700
217,no,43,8,no,no,no,yes,25900,13600
25600,no,25,13,no,no,no,no,10400,2400
25600,no,44,16,no,no,yes,no,25900,25200
16800,no,18,12,no,no,no,no,1530,5870
19300,no,49,12,no,no,yes,no,21900,19800
25600,no,26,17,no,no,yes,no,19200,19900
5930,no,39,10,no,no,yes,yes,14500,11600
0,no,54,10,no,no,no,yes,0,0
25600,no,35,12,no,no,yes,no,25900,25200
18500,no,33,16,no,no,no,no,20500,19500
24000,no,29,17,no,no,yes,no,25900,25200
1700,no,29,16,no,no,yes,no,25500,25200
0,no,55,7,no,no,no,yes,0,0
0,no,52,14,no,no,no,no,1550,559
1330,no,40,8,no,no,no,yes,0,0
12100,no,22,16,no,no,no,no,0,2990
11800,no,23,14,no,no,no,no,7790,7970
0,no,46,18,no,no,yes,no,0,0
1340,no,19,9,no,no,yes,yes,5820,10100
25600,no,29,12,no,no,yes,no,25900,24800
0,no,53,11,no,no,no,yes,25900,25200
14700,no,49,12,no,no,yes,no,22400,25200
23700,no,31,12,no,no,yes,no,25000,23500
0,no,23,12,no,no,yes,no,22400,24700
25600,no,34,12,no,no,yes,no,24300,25200
3930,no,36,10,no,no,yes,yes,8950,9880
25600,no,28,16,no,no,yes,no,24200,24800
0,no,53,12,no,no,yes,no,0,0
24100,no,28,12,no,no,yes,no,20500,21000
23400,no,24,12,no,no,yes,no,18400,19400
0,no,21,13,no,no,no,no,10500,5300
5100,no,20,13,no,no,no,no,0,0
25600,no,45,12,no,no,yes,no,25900,25200
20200,no,46,8,no,no,yes,yes,18200,18200
10300,no,52,16,no,no,no,no,12700,12400
12700,no,44,12,no,no,no,no,14300,14000
25600,no,41,15,no,no,yes,no,21500,25200
25600,no,24,13,no,no,yes,no,20100,13600
25600,no,29,12,no,no,yes,no,23500,25200
19400,no,24,12,no,no,yes,no,20100,5840
7650,no,25,17,yes,no,yes,no,16200,10400
0,no,32,13,no,no,yes,no,0,0
21400,no,28,13,no,no,yes,no,21800,22800
21900,no,40,12,no,no,yes,no,18400,4690
20600,no,25,16,no,no,yes,no,16700,19700
0,no,54,16,no,no,yes,no,11100,10700
25600,no,55,12,no,no,yes,no,25900,21800
22100,no,35,12,no,no,yes,no,22600,16300
25600,no,35,15,no,no,yes,no,25900,25200
25600,no,32,12,no,no,yes,no,18000,22800
16200,no,31,13,no,no,yes,no,8960,3130
0,no,39,10,no,no,yes,yes,1160,831
25600,no,34,16,no,no,yes,no,25900,25200
5830,no,52,9,no,no,yes,yes,4390,0
25600,no,33,16,no,no,yes,no,25900,25200
25600,no,49,14,no,no,yes,no,25900,25200
4070,no,18,11,no,no,no,yes,0,0
20200,no,29,13,no,no,yes,no,22400,6490
0,no,55,12,no,no,yes,no,0,0
13500,no,26,16,no,no,no,no,2840,0
17000,no,46,12,no,no,yes,no,22400,20800
0,no,27,13,no,no,no,no,0,0
0,no,42,12,no,no,yes,no,21800,0
10000,no,19,12,no,no,no,no,0,491
23000,no,32,16,no,no,yes,no,22800,21100
25600,no,30,9,no,no,yes,yes,25900,25200
21000,no,40,13,no,no,yes,no,25000,16100
25600,no,33,16,no,no,yes,no,14100,25200
24800,no,40,12,no,no,yes,no,25900,20400
25600,no,20,12,no,no,no,no,12800,19900
10500,no,52,11,no,no,no,yes,12400,10500
0,no,50,12,no,no,yes,no,0,0
11200,no,19,10,no,no,no,yes,2000,7580
0,no,28,12,no,no,yes,no,0,0
0,no,46,16,no,no,yes,no,0,0
22600,no,45,12,no,no,yes,no,25600,25200
13900,no,23,12,no,no,no,no,14600,14600
25600,no,55,8,no,no,yes,yes,19600,21300
18300,no,30,12,no,no,yes,no,14300,16600
10200,no,54,12,no,no,yes,no,17400,4590
9290,no,18,13,no,no,no,no,1450,3680
23600,no,45,12,no,no,yes,no,25900,25200
5990,no,17,9,no,no,no,yes,0,582
9310,no,54,10,no,no,yes,yes,10000,14200
0,no,21,12,no,no,no,no,7970,10700
19000,no,26,17,no,no,yes,no,17000,20800
25600,no,36,13,no,no,no,no,25900,25200
14400,no,22,8,no,no,yes,yes,15900,14400
24000,no,27,12,no,no,yes,no,25900,25200
22800,no,30,12,no,no,yes,no,21600,4630
23400,no,34,18,no,no,yes,no,25400,24700
25600,no,37,12,no,no,yes,no,25600,25200
17000,no,54,14,no,no,yes,no,21900,17800
18800,no,30,12,no,no,yes,no,8030,9040
25600,no,43,12,no,no,yes,no,25900,25200
25600,no,48,9,no,no,yes,yes,25900,13100
15200,no,52,8,no,no,yes,yes,15200,15000
21200,no,24,14,no,no,no,no,18100,19700
25600,no,32,17,no,no,yes,no,25900,25200
13900,no,17,10,no,no,no,yes,0,1500
0,no,36,12,no,no,yes,no,23000,18200
18300,no,52,8,no,no,yes,yes,12800,17600
21300,no,26,12,no,no,no,no,17700,16100
15400,no,44,10,no,no,yes,yes,20400,18600
5690,no,32,16,no,no,yes,no,23200,7740
20700,no,29,12,no,no,yes,no,2670,4020
25600,no,51,12,no,no,yes,no,25900,23800
437,no,28,12,no,no,yes,no,50.9,0
9330,no,18,12,no,no,no,no,3600,201
7570,no,16,10,no,no,no,yes,157,41.2
24000,no,22,9,no,no,yes,yes,11600,13400
0,no,21,9,no,no,yes,yes,7720,8730
25000,no,39,12,no,no,yes,no,21500,22100
25600,no,28,18,no,no,yes,no,9820,22400
14700,no,46,10,no,no,no,yes,13400,14400
25600,no,53,12,no,no,yes,no,25900,25200
13200,no,20,14,no,no,no,no,341,3000
0,no,19,12,no,no,no,no,0,0
0,no,29,16,no,no,yes,no,0,0
25600,no,29,14,no,no,yes,no,25900,25200
0,no,22,16,no,no,yes,no,0,0
0,no,54,12,no,no,no,no,0,0
3130,no,36,12,no,no,yes,no,25900,25200
19800,no,28,13,yes,no,yes,no,17200,17400
0,no,53,11,no,no,yes,yes,0,0
12000,no,27,12,no,no,yes,no,19100,19100
25600,no,31,17,no,no,yes,no,25900,25200
25600,no,30,16,no,no,yes,no,24700,25200
14300,no,28,12,yes,no,yes,no,25900,23300
353,no,27,12,yes,no,yes,no,7190,886
25600,no,46,12,no,no,yes,no,25900,25200
25600,no,40,14,yes,no,yes,no,25900,25200
7340,no,35,12,yes,no,yes,no,15500,15100
8620,no,55,8,yes,no,yes,yes,10900,10500
0,no,42,12,no,no,yes,no,25900,25200
22000,no,21,3,no,no,no,yes,0,0
25600,no,36,12,no,no,yes,no,25900,25200
8030,no,21,12,no,no,no,no,11400,16900
8600,no,20,13,no,no,no,no,637,1350
25600,no,35,16,no,no,yes,no,25900,25200
6640,no,53,12,no,no,yes,no,25900,0
4040,no,25,15,no,no,yes,no,23100,25200
22200,no,37,12,no,no,yes,no,25900,25200
25600,no,46,13,no,no,yes,no,25900,25200
18400,no,27,12,no,no,yes,no,7010,6860
11400,no,22,12,no,no,no,no,7770,7280
25600,no,30,12,no,no,yes,no,25900,25200
0,no,40,10,no,yes,yes,yes,0,5030
0,no,31,11,no,no,yes,yes,16000,5110
15000,no,55,10,no,yes,yes,yes,16200,16800
16000,no,27,12,no,no,no,no,18400,17700
0,no,19,9,yes,no,no,yes,384,0
20800,no,30,11,no,yes,yes,yes,16100,19100
0,no,28,10,yes,no,yes,yes,12900,14200
